game_id,turns,victory_status,winner,increment_code,white_rating,black_rating,opening_eco,opening_name,opening_move_count
2850,88,resign,black,Rapid,1691,1696,D02,Queen's Pawn Game: Chigorin Variation,4
2851,23,resign,white,Rapid,1684,1703,C55,Italian Game: Anti-Fried Liver Defense,6
2852,62,outoftime,black,Rapid,1717,1618,C55,Italian Game: Anti-Fried Liver Defense,6
2853,95,resign,black,Rapid,1626,1708,B00,Owen Defense,2
2854,96,mate,black,Rapid,1722,1612,C46,Four Knights Game,6
2855,94,mate,black,Rapid,1730,1848,C41,Philidor Defense: Lopez Countergambit,6
2856,79,resign,white,Rapid,1724,1560,C50,Italian Game: Schilling-Kostic Gambit,6
2857,77,resign,white,Rapid,1519,1740,C42,Petrov's Defense #2,5
2858,31,resign,white,Rapid,1738,1370,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
2860,57,resign,black,Rapid,1628,1721,B00,King's Pawn Game: Nimzowitsch Defense,3
2862,135,mate,white,Rapid,1719,1677,C41,Philidor Defense #2,4
2864,36,mate,black,Rapid,1721,1679,A04,Zukertort Opening: Black Mustang Defense,2
2865,147,draw,draw,Rapid,1696,1722,C55,Italian Game: Anti-Fried Liver Defense,6
2866,37,resign,white,Rapid,1718,1436,C41,Philidor Defense #2,4
2867,87,mate,white,Rapid,1709,1629,D02,Queen's Pawn Game: Chigorin Variation,4
2870,10,outoftime,black,Rapid,1518,1689,C55,Italian Game: Anti-Fried Liver Defense,6
2871,71,resign,white,Rapid,1683,1495,D02,Queen's Pawn Game: Chigorin Variation,4
2872,54,resign,black,Rapid,1694,1707,C46,Three Knights Opening,5
2873,62,resign,black,Rapid,1744,1681,B00,King's Pawn Game: Nimzowitsch Defense,3
2874,34,resign,black,Rapid,1482,1472,A40,Horwitz Defense,2
2879,95,mate,white,Rapid,1403,1182,D20,Queen's Gambit Accepted: Central Variation |  Modern Defense,6
2884,13,mate,white,Classical,1147,1108,C41,Philidor Defense #3,5
2885,102,mate,black,Rapid,1206,1132,A00,Van't Kruijs Opening,1
2886,67,mate,white,Rapid,1103,1146,C20,King's Pawn Game: Leonardis Variation,3
2887,29,mate,white,Rapid,1127,1296,C20,King's Pawn Game: Napoleon Attack,3
2888,97,resign,white,Rapid,1111,1198,C00,French Defense #2,2
2889,69,mate,white,Rapid,1172,1122,C40,King's Pawn Game: Busch-Gass Gambit,4
2890,40,mate,black,Rapid,1136,1128,C20,King's Pawn Game: Napoleon Attack,3
2891,60,mate,black,Rapid,1160,796,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
2892,144,resign,black,Rapid,795,1157,C00,French Defense: La Bourdonnais Variation,3
2893,82,mate,black,Classical,1084,1146,A40,Horwitz Defense,2
2897,67,mate,white,Rapid,1002,1163,C40,King's Pawn Game: McConnell Defense,4
2898,62,resign,white,Rapid,1148,1165,C00,French Defense #2,2
2900,57,mate,white,Blitz,1011,1184,A40,Englund Gambit Declined |  Reversed French,3
2901,48,mate,black,Rapid,1184,1070,A00,Van Geet Opening,1
2903,42,resign,black,Rapid,1160,1070,C00,French Defense #2,2
2904,99,mate,white,Rapid,1134,1023,C20,King's Pawn Game: Napoleon Attack,3
2905,100,draw,draw,Rapid,1129,1248,C20,King's Pawn Game: Napoleon Attack,3
2906,72,resign,black,Rapid,1026,1116,C40,King's Pawn Game: McConnell Defense,4
2907,90,mate,black,Rapid,1140,1011,B01,Scandinavian Defense,2
2909,101,mate,white,Rapid,1156,997,B01,Scandinavian Defense,2
2911,54,outoftime,black,Rapid,1089,1162,C20,King's Pawn Game: Leonardis Variation,3
2913,38,mate,black,Rapid,1172,1077,B01,Scandinavian Defense,2
2916,50,mate,black,Blitz,1211,1500,C55,Italian Game: Two Knights Defense,6
2917,43,mate,white,Rapid,1834,1218,C40,King's Pawn Game: Busch-Gass Gambit,4
2918,43,mate,white,Rapid,1742,1218,B00,King's Pawn Game: Nimzowitsch Defense,3
2919,17,mate,white,Rapid,1742,1218,B00,Owen Defense,2
2920,113,mate,white,Rapid,1500,1261,B00,Owen Defense,2
2921,18,resign,black,Rapid,1317,1538,B01,Scandinavian Defense,2
2922,46,mate,black,Rapid,1317,1500,C20,King's Pawn Game: Leonardis Variation,3
2923,23,mate,white,Rapid,1500,1317,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
2924,39,mate,white,Classical,1940,1327,B00,King's Pawn Game: Nimzowitsch Defense,3
2925,63,mate,white,Blitz,1504,1500,B00,Owen Defense,2
2929,117,mate,white,Rapid,1686,1400,C45,Scotch Game,7
2930,48,mate,black,Classical,1408,1577,C55,Italian Game: Anti-Fried Liver Defense,6
2931,32,mate,black,Rapid,1418,1741,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
2932,81,mate,white,Rapid,2010,1419,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
2934,40,mate,black,Rapid,1422,2026,C46,Three Knights Opening,5
2935,29,resign,black,Rapid,1523,1375,C46,Four Knights Game: Italian Variation,7
2936,93,resign,black,Blitz,1375,1992,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
2937,95,mate,white,Blitz,1281,930,C00,French Defense: Normal Variation,3
2940,18,resign,black,Rapid,950,1274,B20,Sicilian Defense: Bowdler Attack,3
2941,31,mate,white,Rapid,1270,953,C44,Scotch Game,5
2942,61,mate,white,Rapid,1245,1277,D02,Queen's Pawn Game: Chigorin Variation,4
2944,114,resign,black,Rapid,1255,1157,C41,Philidor Defense: Nimzowitsch Variation,7
2946,28,mate,black,Rapid,1152,1246,B20,Sicilian Defense,2
2948,107,resign,white,Rapid,1234,1087,B00,St. George Defense: Woodchuck Variation,4
2949,9,resign,white,Rapid,1231,905,D02,Queen's Pawn Game: Zukertort Variation,3
2950,38,resign,black,Rapid,909,1227,D00,Queen's Pawn Game #3,4
2952,32,mate,black,Rapid,1268,1204,B20,Sicilian Defense: Bowdler Attack,3
2954,123,mate,white,Blitz,1276,1234,C20,King's Pawn Game: King's Head Opening #2,3
2957,105,mate,white,Blitz,1249,1233,A40,Englund Gambit Complex: Soller Gambit,4
2958,41,resign,white,Rapid,1249,1500,D02,Queen's Pawn Game: Chigorin Variation,4
2959,49,resign,black,Classical,1249,1531,A40,Horwitz Defense,2
2963,97,mate,white,Rapid,1667,1250,D20,Queen's Gambit Accepted: Old Variation,5
2964,40,resign,black,Rapid,1252,1770,C20,King's Pawn Game: Leonardis Variation,3
2965,57,resign,white,Rapid,1689,1254,D02,Queen's Pawn Game: Chigorin Variation,4
2967,35,resign,white,Rapid,2033,1256,A00,Van't Kruijs Opening,1
2968,46,mate,black,Rapid,1525,1232,C41,Philidor Defense #3,5
2972,52,mate,black,Rapid,1257,1342,C44,King's Knight Opening: Normal Variation,4
2974,41,resign,white,Rapid,1790,1265,C40,Gunderam Defense,4
2977,42,resign,black,Rapid,1290,1436,A00,Saragossa Opening,1
2979,70,mate,black,Classical,958,1289,A00,Ware Opening,1
2980,35,resign,white,Rapid,1709,1291,B00,Owen Defense,2
2982,64,resign,black,Rapid,1296,1702,B30,Sicilian Defense: Old Sicilian,4
2984,56,resign,black,Rapid,1302,1647,C20,King's Pawn Game: Macleod Attack,3
2985,42,mate,black,Rapid,1303,1876,A00,Saragossa Opening,1
2986,27,resign,white,Rapid,1473,1311,C40,Gunderam Defense,4
2988,19,resign,white,Rapid,1302,1236,C20,King's Pawn Game: Macleod Attack,3
2989,34,mate,black,Rapid,1313,1401,A00,Saragossa Opening,1
2990,31,resign,white,Rapid,1809,1314,C50,Italian Game,5
2991,54,outoftime,black,Rapid,1323,1451,C20,King's Pawn Game: King's Head Opening #2,3
2993,86,resign,black,Classical,1319,1363,A00,Saragossa Opening,1
2994,30,resign,black,Classical,1324,1599,C41,Philidor Defense #2,4
2997,34,mate,black,Classical,1289,1321,A00,Van't Kruijs Opening,1
2998,81,outoftime,white,Rapid,1297,1532,B01,Scandinavian Defense,2
2999,84,resign,black,Rapid,1300,1749,B07,Pirc Defense #4,2
3002,30,mate,black,Classical,1453,1261,D00,Queen's Pawn Game: Chigorin Variation,3
3003,21,resign,black,Classical,1235,1246,C42,Petrov's Defense #2,5
3004,98,resign,black,Classical,1453,1222,D00,Queen's Pawn Game,2
3005,70,mate,black,Classical,1338,1200,C41,Philidor Defense #2,4
3006,82,mate,black,Rapid,1208,1406,A00,Van Geet Opening: Dunst-Perrenet Gambit,5
3007,74,outoftime,black,Rapid,1213,1519,B21,Sicilian Defense: Smith-Morra Gambit #2,3
3008,53,resign,white,Rapid,1833,1214,D00,Queen's Pawn Game #2,3
3011,88,resign,black,Rapid,1188,1605,A00,Hungarian Opening,1
3012,60,mate,black,Rapid,2035,1629,D02,Queen's Pawn Game: London System,5
3014,52,resign,white,Rapid,1584,1957,C00,French Defense: Queen's Knight,3
3015,68,mate,black,Rapid,1374,1553,D00,Queen's Pawn Game: Mason Attack,3
3017,71,mate,white,Rapid,1503,1819,C02,French Defense: Advance Variation |  Main Line,11
3018,56,mate,black,Rapid,1669,1481,A40,Horwitz Defense,2
3020,28,resign,white,Rapid,1429,1384,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
3024,26,mate,black,Rapid,1431,1355,A00,Mieses Opening,1
3025,53,outoftime,white,Rapid,1763,1358,D00,Queen's Pawn Game #3,4
3026,19,resign,white,Rapid,1306,1546,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
3028,21,resign,white,Rapid,1258,1673,C00,French Defense: Knight Variation,3
3029,41,resign,black,Rapid,1916,1222,C45,Scotch Game: Scotch Gambit |  Advance Variation,9
3032,37,mate,white,Rapid,1132,1227,C40,King's Pawn Game: Damiano Defense,4
3033,27,mate,white,Rapid,1113,1122,C41,Philidor Defense,5
3035,59,resign,white,Rapid,1102,1810,A00,Van't Kruijs Opening,1
3036,22,resign,black,Rapid,1023,1086,C00,French Defense: Queen's Knight,3
3037,106,mate,black,Rapid,1098,1249,A00,Van't Kruijs Opening,1
3038,79,mate,white,Rapid,1241,1112,C00,French Defense #2,2
3039,124,mate,black,Rapid,1130,1210,A00,Van't Kruijs Opening,1
3040,60,mate,black,Rapid,1169,1104,C00,French Defense: Knight Variation,3
3041,88,mate,black,Rapid,1114,1384,A00,Van't Kruijs Opening,1
3042,39,mate,white,Rapid,1636,1116,C00,French Defense: Normal Variation,3
3043,53,mate,white,Rapid,1825,1074,C00,French Defense #2,2
3044,28,mate,black,Rapid,1074,2151,A00,Van't Kruijs Opening,1
3045,61,resign,white,Blitz,1429,1416,A45,Indian Game,2
3046,64,mate,black,Blitz,1425,1447,C55,Italian Game: Anti-Fried Liver Defense,6
3047,127,resign,black,Rapid,1451,1414,B50,Sicilian Defense,4
3048,114,resign,black,Rapid,1424,1431,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
3049,43,resign,black,Rapid,1436,1389,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
3053,39,resign,white,Rapid,1441,1366,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
3057,91,outoftime,white,Rapid,1497,1462,B50,Sicilian Defense: Delayed Alapin,5
3059,93,resign,black,Rapid,1459,1461,B20,Sicilian Defense: Bowdler Attack,3
3060,89,mate,white,Blitz,1456,1472,B50,Sicilian Defense,4
3062,42,resign,black,Rapid,1450,1452,B20,Sicilian Defense: Staunton-Cochrane Variation,3
3063,43,mate,white,Rapid,1441,1462,C55,Italian Game: Anti-Fried Liver Defense,6
3064,66,resign,white,Blitz,1451,1451,B20,Sicilian Defense: Bowdler Attack,3
3065,100,outoftime,black,Blitz,1461,1491,C55,Italian Game: Anti-Fried Liver Defense,6
3066,51,resign,white,Rapid,1465,1472,B20,Sicilian Defense,2
3068,54,outoftime,black,Rapid,1450,1452,B21,Sicilian Defense: McDonnell Attack,3
3069,36,resign,black,Rapid,1464,1415,C55,Italian Game: Anti-Fried Liver Defense,6
3071,65,mate,white,Classical,1443,1454,C50,Italian Game: Giuoco Pianissimo,7
3072,96,resign,white,Rapid,1471,1454,B20,Sicilian Defense,2
3074,81,resign,white,Classical,1417,1477,B50,Sicilian Defense,4
3075,65,resign,white,Blitz,1474,1201,C41,Philidor Defense,5
3076,21,resign,white,Blitz,1510,1483,B20,Sicilian Defense: Bowdler Attack,3
3078,42,resign,black,Rapid,1498,1768,C55,Italian Game: Anti-Fried Liver Defense,6
3079,48,resign,black,Rapid,1510,1452,C41,Philidor Defense: Exchange Variation #2,7
3080,75,resign,white,Rapid,1435,1523,B21,Sicilian Defense: Smith-Morra Gambit #2,3
3081,66,resign,black,Rapid,1536,1460,C41,Philidor Defense,5
3086,113,draw,draw,Rapid,1561,1525,C50,Italian Game,5
3088,42,draw,draw,Rapid,1456,1556,B20,Sicilian Defense: Bowdler Attack,3
3089,145,mate,white,Classical,1546,1532,C41,Philidor Defense,5
3090,78,mate,black,Rapid,1543,1536,A45,Indian Game,2
3091,40,mate,black,Rapid,1547,1513,C50,Italian Game: Schilling-Kostic Gambit,6
3092,76,resign,white,Rapid,1477,1560,A00,Van't Kruijs Opening,1
3094,61,resign,white,Rapid,1472,1564,A00,Mieses Opening,1
3096,59,outoftime,white,Blitz,1567,1108,A00,Hungarian Opening,1
3099,163,mate,white,Blitz,1616,1404,A00,Hungarian Opening,1
3100,19,resign,white,Rapid,1613,1279,A00,Hungarian Opening,1
3101,53,resign,white,Blitz,1607,1403,A00,Hungarian Opening,1
3102,71,resign,white,Blitz,1600,1421,A00,Hungarian Opening,1
3103,88,resign,black,Rapid,1580,1763,D00,Queen's Pawn Game: Mason Attack,3
3110,64,mate,black,Blitz,1966,2214,D00,Queen's Pawn Game: Mason Attack,3
3111,72,outoftime,black,Blitz,2232,2081,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
3114,39,resign,black,Blitz,1788,2207,C45,Scotch Game: Blumenfeld Attack,11
3116,121,mate,white,Blitz,2199,1843,C02,French Defense: Advance Variation |  Nimzowitsch Attack,7
3118,7,resign,white,Blitz,2173,2189,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
3119,101,resign,white,Blitz,2167,1933,B07,Rat Defense: Antal Defense,4
3121,122,resign,black,Blitz,2176,2027,B20,Sicilian Defense,2
3124,81,resign,white,Blitz,2147,2120,C00,French Defense: Chigorin Variation,3
3125,33,resign,white,Blitz,2145,1631,B30,Sicilian Defense: Old Sicilian,4
3127,25,resign,black,Blitz,1690,2141,C45,Scotch Game,7
3128,93,resign,white,Blitz,2129,2088,B50,Sicilian Defense,4
3132,118,draw,draw,Blitz,2155,1758,C00,French Defense: Horwitz Attack,3
3133,65,outoftime,white,Blitz,2148,1947,C40,King's Pawn Game: Busch-Gass Gambit,4
3134,78,resign,black,Rapid,1852,1874,D00,Queen's Pawn Game: Mason Attack,3
3135,87,resign,white,Rapid,1828,1767,A40,Horwitz Defense,2
3136,54,mate,black,Rapid,1863,1831,D00,Queen's Pawn Game: Mason Attack,3
3137,17,mate,white,Rapid,1846,1561,D00,Queen's Pawn Game: Mason Attack,3
3138,136,resign,black,Rapid,1565,1831,B20,Sicilian Defense: Bowdler Attack,3
3139,79,mate,white,Rapid,1814,1569,D00,Queen's Pawn Game: Mason Attack,3
3140,42,mate,black,Rapid,1741,1771,D02,Queen's Pawn Game: Zukertort Variation,3
3141,63,mate,white,Rapid,1712,1752,D00,Queen's Pawn Game: Mason Attack,3
3142,133,mate,white,Rapid,1832,1762,B50,Sicilian Defense: Delayed Alapin,5
3144,42,resign,black,Rapid,1581,1767,B20,Sicilian Defense: Bowdler Attack,3
3145,138,outoftime,black,Rapid,1410,1736,B21,Sicilian Defense: Smith-Morra Gambit #2,3
3146,52,resign,white,Rapid,1688,1414,A40,Horwitz Defense,2
3148,107,resign,black,Rapid,1868,1716,A04,Zukertort Opening: Pirc Invitation,2
3150,57,resign,white,Rapid,1854,1893,B21,Sicilian Defense: Smith-Morra Gambit,5
3151,73,mate,white,Rapid,1885,1798,A04,Zukertort Opening: Queen's Gambit Invitation,2
3153,155,mate,white,Rapid,1832,1877,B20,Sicilian Defense: Wing Gambit,3
3154,75,mate,white,Rapid,1859,1741,A04,Zukertort Opening: Queen's Gambit Invitation,2
3158,56,resign,black,Rapid,1663,1631,C00,French Defense: La Bourdonnais Variation,3
3159,105,mate,white,Rapid,2063,1633,C02,French Defense: Advance Variation |  Milner-Barry Gambit,11
3162,64,resign,black,Rapid,1634,1715,C41,Philidor Defense #2,4
3167,56,resign,black,Rapid,1638,1606,C00,St. George Defense,4
3168,42,resign,black,Rapid,973,1173,A00,Van't Kruijs Opening,1
3169,43,outoftime,white,Rapid,1170,981,C40,King's Knight Opening,3
3170,73,outoftime,white,Rapid,1272,986,A00,Hungarian Opening,1
3171,78,mate,black,Rapid,999,1068,C20,English Opening: The Whale,3
3172,93,outoftime,white,Rapid,979,1043,B00,Owen Defense,2
3173,41,outoftime,white,Rapid,906,1001,A40,Englund Gambit Declined |  Reversed French,3
3176,56,outoftime,black,Rapid,1059,1016,C40,King's Pawn Game: Damiano Defense,4
3177,76,outoftime,black,Rapid,1036,1035,B20,Sicilian Defense: Staunton-Cochrane Variation,3
3178,69,resign,white,Rapid,1261,1045,A00,Van't Kruijs Opening,1
3182,27,resign,white,Rapid,1378,1071,C55,Italian Game: Anti-Fried Liver Defense,6
3183,36,mate,black,Rapid,1092,1143,A00,Van't Kruijs Opening,1
3184,59,outoftime,white,Rapid,1140,1117,C00,French Defense: Knight Variation,3
3185,56,outoftime,black,Rapid,1141,1168,B01,Scandinavian Defense,2
3186,39,mate,white,Rapid,1221,1166,C42,Russian Game: Three Knights Game,5
3187,72,mate,black,Rapid,1296,1120,A45,Paleface Attack,3
3188,44,mate,black,Rapid,1136,1344,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
3189,39,mate,white,Rapid,1076,1343,B21,Sicilian Defense: Smith-Morra Gambit #2,3
3190,101,draw,draw,Rapid,1004,1085,C40,King's Pawn Game: Busch-Gass Gambit,4
3192,61,outoftime,white,Rapid,1190,1052,C20,King's Pawn Game: Wayward Queen Attack,3
3193,53,mate,white,Rapid,1110,1104,C42,Russian Game: Three Knights Game,5
3194,38,resign,black,Rapid,1152,1218,D00,Queen's Pawn Game,2
3198,62,outoftime,black,Rapid,1500,1398,C46,Four Knights Game,6
3199,46,outoftime,black,Rapid,1500,1504,C44,King's Pawn Game: Tayler Opening,5
3202,43,draw,draw,Rapid,1500,1770,C41,Philidor Defense #2,4
3203,77,resign,white,Rapid,1480,1496,C02,French Defense: Advance Variation |  Nimzowitsch System,7
3204,87,mate,white,Rapid,1480,1310,C50,Italian Game: Giuoco Pianissimo |  Normal,8
3205,104,mate,black,Rapid,1082,1480,D02,Queen's Pawn Game: Chigorin Variation,4
3206,44,resign,black,Rapid,1480,1488,C55,Italian Game: Anti-Fried Liver Defense,6
3209,23,resign,white,Rapid,1480,1350,C55,Italian Game: Anti-Fried Liver Defense,6
3211,49,resign,white,Rapid,1480,1500,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
3214,38,resign,black,Rapid,1480,1376,B01,Scandinavian Defense: Gubinsky-Melts Defense,6
3215,35,resign,white,Rapid,1480,1027,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
3216,14,resign,black,Rapid,1027,1480,C46,Four Knights Game: Italian Variation,7
3217,35,mate,white,Rapid,1480,1499,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
3218,77,resign,white,Rapid,1480,1357,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
3219,59,mate,white,Rapid,1480,1500,B07,Pirc Defense #2,5
3220,40,mate,black,Rapid,1225,1480,C50,Italian Game: Schilling-Kostic Gambit,6
3221,40,resign,black,Rapid,1480,1490,C50,Four Knights Game: Italian Variation,8
3224,55,resign,white,Rapid,1480,1161,C41,Philidor Defense: Nimzowitsch Variation,7
3225,16,mate,black,Rapid,1500,1480,C50,Italian Game: Schilling-Kostic Gambit,6
3226,66,mate,black,Rapid,1314,1480,C20,King's Pawn Game: Leonardis Variation,3
3228,108,resign,black,Rapid,1480,1298,C44,Scotch Game: Lolli Variation,6
3229,25,resign,black,Rapid,1480,1456,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
3230,57,resign,white,Rapid,1480,1465,C50,Four Knights Game: Italian Variation,8
3231,51,mate,white,Rapid,1480,1209,B07,Pirc Defense #5,3
3232,58,mate,black,Rapid,1209,1480,A00,Saragossa Opening,1
3234,60,mate,black,Rapid,1500,1480,A00,Van Geet Opening,1
3235,141,resign,white,Rapid,1480,1221,C50,Italian Game: Giuoco Pianissimo |  Normal,8
3236,58,resign,black,Rapid,1480,1500,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
3238,154,mate,black,Rapid,1276,1480,C20,King's Pawn Game: Leonardis Variation,3
3239,109,draw,draw,Rapid,1475,1480,C45,Scotch Game,7
3241,55,mate,white,Rapid,1480,1301,C46,Four Knights Game: Italian Variation,7
3242,35,resign,white,Rapid,1500,1480,D00,Queen's Pawn Game #2,3
3243,59,mate,white,Rapid,1480,1233,C40,Elephant Gambit,4
3244,6,resign,white,Rapid,1480,1269,C46,Three Knights Opening,5
3246,49,mate,white,Rapid,1480,944,C46,Four Knights Game: Italian Variation,7
3248,29,resign,white,Rapid,1269,1136,D02,Queen's Pawn Game: Chigorin Variation,4
3249,78,resign,black,Rapid,1197,1078,A00,Mieses Opening,1
3250,25,resign,white,Rapid,1637,1205,A40,Queen's Pawn,1
3251,59,mate,white,Blitz,1137,1324,A40,Mikenas Defense,2
3252,55,outoftime,white,Blitz,1181,1200,B07,King's Pawn Game: Maroczy Defense,4
3253,15,resign,white,Blitz,1123,1256,A40,Queen's Pawn,1
3255,5,resign,white,Rapid,1297,1346,B07,Pirc Defense #5,3
3256,46,mate,black,Blitz,1346,1354,A40,Mikenas Defense,2
3257,35,resign,white,Rapid,1545,1500,C44,Scotch Game,5
3258,39,mate,white,Blitz,1500,1409,B00,Goldsmith Defense,2
3259,28,mate,black,Rapid,1500,1725,A00,Anderssen Opening,1
3260,63,mate,white,Blitz,1691,1500,C41,Philidor Defense #3,5
3261,51,resign,white,Classical,1500,1500,B07,Pirc Defense #5,3
3262,26,mate,black,Rapid,1500,1542,C20,King's Pawn Game: Leonardis Variation,3
3263,35,mate,white,Rapid,1542,1500,B00,Hippopotamus Defense #2,2
3264,10,mate,black,Rapid,1500,1827,C20,King's Pawn Game: Leonardis Variation,3
3265,58,mate,black,Blitz,1500,1348,C20,English Opening: The Whale,3
3266,52,mate,black,Blitz,1500,1331,C00,French Defense: Queen's Knight,3
3268,79,mate,white,Rapid,1837,1900,D02,Queen's Pawn Game: Chigorin Variation,4
3269,40,resign,black,Blitz,1923,1887,C41,Philidor Defense: Exchange Variation #3,6
3270,64,resign,black,Blitz,1935,1875,C41,Philidor Defense,5
3271,66,resign,black,Blitz,1885,1897,C02,French Defense: Advance Variation |  Paulsen Attack,9
3278,92,resign,black,Rapid,1972,1919,B30,Sicilian Defense: Old Sicilian,4
3282,114,resign,black,Rapid,1941,1925,C50,Italian Game: Hungarian Defense,6
3283,36,resign,black,Rapid,1947,2114,C02,French Defense: Advance Variation,8
3285,112,resign,black,Rapid,1949,2104,C02,French Defense: Advance Variation |  Paulsen Attack,9
3287,54,resign,black,Blitz,1259,1704,C00,French Defense: Knight Variation,3
3290,73,resign,white,Blitz,1432,1704,A00,Ware Opening,1
3293,40,mate,black,Rapid,1500,1521,A00,Grob Opening,1
3294,153,resign,white,Blitz,2001,1740,D00,Queen's Pawn Game: Mason Attack,3
3295,126,outoftime,black,Blitz,1759,1532,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
3296,62,resign,black,Blitz,1757,1895,B01,Scandinavian Defense: Main Line,6
3297,45,resign,white,Blitz,1853,1766,C41,Philidor Defense,5
3299,143,draw,draw,Blitz,1768,1824,C00,Rat Defense: Small Center Defense,4
3300,68,draw,draw,Blitz,1775,1544,C00,French Defense: Knight Variation,3
3301,71,resign,white,Rapid,1603,1559,A00,Saragossa Opening,1
3302,45,resign,white,Rapid,1371,1576,D20,Queen's Gambit Accepted,4
3303,62,mate,black,Rapid,1455,1568,D02,Queen's Pawn Game: Krause Variation,4
3306,23,resign,white,Rapid,1633,1595,C50,Italian Game: Giuoco Pianissimo |  Normal,8
3308,16,resign,white,Rapid,1489,1592,D00,Queen's Pawn Game: Mason Attack,3
3312,39,mate,white,Rapid,1594,1554,D02,Queen's Gambit Refused: Baltic Defense,4
3315,148,draw,draw,Rapid,1371,1573,D02,Queen's Pawn Game: Krause Variation,4
3319,62,resign,black,Rapid,1504,1558,C50,Italian Game: Giuoco Pianissimo,7
3320,38,resign,black,Rapid,1600,1545,C50,Giuoco Piano,6
3322,26,mate,black,Rapid,1629,1517,C20,Bishop's Opening: Boi Variation,4
3325,60,mate,black,Rapid,1525,1385,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
3326,118,resign,black,Rapid,1531,1689,D20,Queen's Gambit Accepted: Old Variation,5
3330,116,mate,black,Rapid,1600,1521,B01,Scandinavian Defense,2
3332,99,outoftime,white,Rapid,1532,1472,C00,French Defense: Normal Variation,3
3333,47,resign,white,Rapid,1632,1541,C50,Giuoco Piano,6
3334,170,mate,black,Rapid,1551,1574,C55,Italian Game: Anti-Fried Liver Defense,6
3336,101,mate,white,Rapid,1638,1570,D02,Queen's Pawn Game: Krause Variation,4
3337,64,mate,black,Rapid,1575,1772,C42,Petrov's Defense #2,5
3338,87,outoftime,white,Rapid,1477,1590,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
3339,118,draw,draw,Rapid,1651,1608,D00,Queen's Pawn Game: Steinitz Countergambit,4
3340,121,mate,white,Rapid,1598,1539,B01,Scandinavian Defense: Main Line,6
3341,131,mate,white,Rapid,1586,1607,C02,French Defense: Advance Variation,8
3342,79,mate,white,Rapid,1585,1045,C40,Elephant Gambit,4
3344,30,resign,white,Rapid,1633,1604,B21,Sicilian Defense: McDonnell Attack,3
3345,21,resign,black,Rapid,1616,1600,D20,Queen's Gambit Accepted: Central Variation |  Greco Variation,6
3346,65,resign,white,Rapid,1939,1619,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
3347,102,mate,black,Rapid,1423,1614,B01,Scandinavian Defense,2
3348,78,resign,black,Rapid,1628,1538,C02,French Defense: Advance Variation #2,7
3349,41,mate,white,Rapid,1838,1610,D20,Queen's Gambit Accepted: Old Variation,5
3350,82,resign,white,Rapid,2067,1843,D00,Queen's Pawn Game: Mason Attack,3
3357,97,mate,white,Rapid,1771,1875,A40,English Defense #2,2
3359,26,resign,white,Rapid,1728,1769,D00,Queen's Pawn Game: Levitsky Attack,3
3361,98,resign,black,Rapid,1500,1782,A40,Englund Gambit Declined |  Reversed French,3
3364,29,resign,white,Rapid,1809,1792,B21,Sicilian Defense: Smith-Morra Gambit,5
3365,34,resign,black,Rapid,1805,1757,D00,Queen's Pawn Game,2
3367,69,resign,white,Rapid,1663,1826,B21,Sicilian Defense: Smith-Morra Gambit,5
3368,41,resign,white,Rapid,1813,1874,D20,Queen's Gambit Accepted: Old Variation,5
3369,127,resign,white,Rapid,1801,1854,D00,Queen's Pawn Game,2
3376,97,mate,white,Rapid,1858,1814,B21,Sicilian Defense: McDonnell Attack,3
3379,53,outoftime,white,Rapid,1888,1831,B21,Sicilian Defense: McDonnell Attack,3
3385,65,outoftime,white,Rapid,1841,1847,B20,Sicilian Defense: Wing Gambit,3
3386,25,mate,white,Rapid,1235,1669,C55,Italian Game: Two Knights Defense,6
3390,102,mate,black,Rapid,1588,1674,C50,Giuoco Piano,6
3392,46,resign,black,Rapid,1199,1659,C46,Three Knights Opening #2,6
3394,134,resign,black,Rapid,1690,1540,D20,Queen's Gambit Accepted: Old Variation,5
