,turns,victory_status,winner,increment_code,white_rating,black_rating,opening_eco,opening_name,opening_move_count
5193,116,mate,black,Blitz,1173,1247,B00,King's Pawn Game: Nimzowitsch Defense,3
5194,37,mate,white,Blitz,1426,1178,B15,Caro-Kann Defense: Gurgenidze System,6
5195,53,resign,white,Blitz,1397,1183,A40,Modern Defense,2
5196,104,mate,black,Blitz,1189,1391,A01,Nimzo-Larsen Attack,1
5197,25,resign,white,Blitz,1434,1195,B06,Robatsch (Modern) Defense,4
5198,33,resign,black,Blitz,1201,1389,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
5199,93,mate,white,Blitz,1298,1198,B00,Nimzowitsch Defense,2
5200,121,mate,white,Blitz,1477,1203,B02,Alekhine Defense,2
5201,56,mate,black,Blitz,1208,1421,B57,Sicilian Defense: Modern Variations |  Main Line,8
5202,32,resign,black,Blitz,1214,1448,A00,Van't Kruijs Opening,1
5203,95,mate,white,Blitz,1443,1219,B06,Modern Defense,2
5204,65,resign,white,Blitz,2076,1831,D45,Semi-Slav Defense: Normal Variation,10
5205,75,resign,black,Rapid,2119,2076,A45,Trompowsky Attack,3
5206,100,resign,black,Rapid,2076,2119,A21,English Opening: King's English Variation |  Kramnik-Shirov Counterattack,4
5207,70,resign,black,Rapid,2119,2076,B25,Sicilian Defense: Closed Variation |  Traditional,4
5208,60,mate,black,Rapid,2076,2119,A15,English Opening: Anglo-Indian Defense |  King's Indian Formation,4
5209,93,resign,white,Rapid,2119,2076,B30,Sicilian Defense: Old Sicilian,4
5210,56,mate,black,Rapid,2076,1992,A09,Reti Opening: Advance Variation,4
5211,97,resign,black,Rapid,1992,2076,A03,Bird Opening,2
5212,36,draw,draw,Rapid,1908,2076,B21,Sicilian Defense: Smith-Morra Gambit #2,3
5213,73,outoftime,white,Rapid,2076,1893,D12,Slav Defense: Quiet Variation |  Pin Defense,8
5214,25,resign,white,Rapid,1879,2076,A02,Bird Opening,1
5215,84,outoftime,black,Rapid,2106,2031,D01,Queen's Pawn Game: Chigorin Variation,4
5216,98,draw,draw,Rapid,2029,2047,A13,English Opening: Agincourt Defense #2,4
5217,68,resign,black,Rapid,2082,1970,A04,Zukertort Opening: Polish Defense,2
5218,64,mate,black,Rapid,2082,1988,A04,Zukertort Opening: Sicilian Invitation,2
5219,133,draw,draw,Rapid,1851,2082,B45,Sicilian Defense: Four Knights Variation,10
5220,159,resign,white,Rapid,2040,1983,A04,Zukertort Opening: Queenside Fianchetto Variation,2
5221,11,outoftime,white,Rapid,1978,2004,A04,Zukertort Opening: Black Mustang Defense,2
5222,22,resign,black,Blitz,1978,1979,B01,Scandinavian Defense: Panov Transfer,6
5223,75,resign,white,Classical,1916,1887,A09,Reti Opening,3
5224,81,resign,white,Classical,1874,2020,D02,Queen's Gambit Refused: Baltic Defense |  Pseudo-Slav,8
5225,52,mate,black,Rapid,2020,2027,A09,Reti Opening: Advance Variation,4
5226,40,mate,black,Classical,1904,2020,B30,Sicilian Defense: Old Sicilian,4
5227,62,resign,black,Rapid,1935,2020,A45,Paleface Attack,3
5228,35,resign,white,Rapid,2020,1938,A21,English Opening: King's English Variation |  Kramnik-Shirov Counterattack,4
5229,52,resign,black,Rapid,1938,2020,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
5230,67,resign,white,Rapid,2020,1938,A09,Reti Opening: Reti Accepted,4
5231,48,resign,black,Rapid,1938,2020,B45,Sicilian Defense: Paulsen Variation |  Normal Variation,9
5232,38,resign,black,Rapid,2020,1938,A09,Reti Opening,3
5233,75,resign,white,Rapid,2020,1985,A04,Zukertort Opening: Slav Invitation,2
5234,65,resign,white,Classical,2147,2020,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
5235,32,resign,white,Rapid,2020,2160,D45,Semi-Slav Defense: Main Line,9
5236,41,resign,white,Rapid,2160,2020,A30,English Opening: Symmetrical Variation,2
5237,57,mate,white,Rapid,1950,1835,A27,English Opening: King's English Variation |  Three Knights System,5
5238,40,resign,white,Rapid,1514,1672,A46,Yusupov-Rubinstein System,5
5239,74,resign,black,Rapid,1687,1557,C55,Italian Game: Anti-Fried Liver Defense,6
5240,51,mate,white,Rapid,1684,1394,C55,Italian Game: Anti-Fried Liver Defense,6
5241,68,resign,black,Rapid,1687,1993,C50,Italian Game: Giuoco Pianissimo |  Canal Variation,11
5242,38,resign,black,Rapid,1280,1685,B12,Caro-Kann Defense: Advance Variation |  Short Variation,7
5243,90,resign,black,Rapid,1780,1671,B44,Sicilian Defense: Paulsen Variation,8
5244,99,draw,draw,Rapid,1614,1673,B45,Sicilian Defense: Paulsen Variation |  Normal Variation,9
5245,53,resign,black,Rapid,1680,1799,B30,Sicilian Defense: Old Sicilian,4
5246,113,outoftime,white,Rapid,1748,1689,B20,Sicilian Defense: Bowdler Attack,3
5247,57,resign,black,Rapid,1700,1684,C46,Four Knights Game: Italian Variation,7
5248,54,resign,black,Rapid,1713,1658,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
5249,65,mate,white,Rapid,1699,1812,C01,French Defense: Exchange Variation,5
5250,25,resign,black,Rapid,1706,1839,C42,Russian Game: Three Knights Game,5
5251,114,draw,draw,Rapid,1705,1709,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
5252,72,draw,draw,Rapid,1893,1700,D12,Slav Defense: Quiet Variation |  Pin Defense,8
5253,59,mate,white,Rapid,1718,1711,E20,Nimzo-Indian Defense,6
5254,45,resign,white,Rapid,1700,1714,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
5255,10,resign,black,Rapid,1651,1690,B20,Sicilian Defense: Bowdler Attack,3
5256,49,resign,white,Rapid,1680,1661,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
5257,115,resign,white,Rapid,1673,1510,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
5258,45,resign,white,Rapid,1645,1686,E20,Nimzo-Indian Defense #2,5
5259,46,resign,black,Rapid,1573,1678,B20,Sicilian Defense,2
5260,62,resign,black,Rapid,1688,1716,D10,Slav Defense #2,5
5261,64,mate,black,Rapid,1699,1706,C55,Italian Game: Anti-Fried Liver Defense,6
5262,36,resign,black,Rapid,1598,1703,B20,Sicilian Defense: Bowdler Attack,3
5263,81,resign,white,Rapid,1692,1682,B57,Sicilian Defense: Sozin |  not Scheveningen,11
5264,46,mate,black,Rapid,1524,1686,B44,Sicilian Defense: Paulsen Variation,8
5265,34,resign,black,Rapid,1753,1672,B20,Sicilian Defense: Snyder Variation,3
5266,113,mate,white,Rapid,1661,1653,C50,Giuoco Piano,6
5267,92,resign,black,Rapid,1364,1657,B21,Sicilian Defense: Smith-Morra Gambit,5
5268,53,resign,white,Rapid,1640,1881,D30,Queen's Gambit Declined,4
5269,68,mate,black,Rapid,1624,1629,E20,Nimzo-Indian Defense,6
5270,100,outoftime,black,Rapid,1641,1619,B07,Pirc Defense #5,3
5271,69,draw,draw,Blitz,1328,1500,B02,Alekhine Defense: Scandinavian Variation,4
5272,27,resign,white,Blitz,1328,1500,C46,Three Knights Opening,5
5273,27,resign,white,Rapid,1767,1330,B29,Sicilian Defense: Nimzowitsch Variation |  Closed Variation,5
5274,15,mate,white,Rapid,2000,1331,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4
5275,46,resign,black,Rapid,1331,2043,C00,French Defense: Knight Variation,3
5276,60,mate,black,Rapid,1331,2209,A40,Modern Defense,2
5277,24,resign,black,Rapid,1332,2043,B40,Sicilian Defense: French Variation,4
5278,67,outoftime,white,Rapid,1709,1334,B54,Sicilian Defense,5
5279,37,resign,white,Rapid,1500,1334,C21,Center Game #2,3
5280,50,resign,white,Rapid,1309,1347,D00,Queen's Pawn Game: Mason Attack,3
5281,37,mate,white,Rapid,1256,1363,B29,Sicilian Defense: Nimzowitsch Variation |  Advance Variation,5
5282,24,resign,black,Rapid,1365,1751,C62,Ruy Lopez: Steinitz Defense,6
5283,54,mate,black,Rapid,1517,1346,B20,Sicilian Defense: Myers Attack,3
5284,8,resign,black,Rapid,1348,1756,C50,Italian Game,5
5285,26,resign,black,Rapid,1351,1726,B28,Sicilian Defense: O'Kelly Variation,4
5286,21,resign,white,Rapid,2078,1351,B20,Sicilian Defense: Wing Gambit |  Marshall Variation,5
5287,48,mate,black,Rapid,1352,2041,B40,Sicilian Defense: French Variation,4
5288,38,mate,black,Rapid,1361,1430,C50,Italian Game,5
5289,45,resign,white,Rapid,1349,1346,B11,Caro-Kann Defense,4
5290,64,draw,draw,Rapid,1284,1348,D10,Slav Defense #2,5
5291,19,mate,white,Rapid,1337,1297,C42,Russian Game: Urusov Gambit,5
5292,27,mate,white,Rapid,1323,1340,B02,Alekhine Defense: Scandinavian Variation,4
5293,29,resign,white,Rapid,1319,1037,B02,Alekhine Defense: John Tracy Gambit,3
5294,64,mate,black,Rapid,1117,1312,A00,Van't Kruijs Opening,1
5295,23,resign,white,Rapid,1153,1330,B20,Sicilian Defense: Lasker-Dunne Attack,3
5296,23,resign,black,Rapid,1309,1317,A43,Benoni Defense: Old Benoni,4
5297,45,mate,white,Rapid,1338,1314,A40,Mikenas Defense,2
5298,50,resign,white,Rapid,1299,1378,C00,French Defense: Two Knights Variation,5
5299,72,mate,black,Rapid,1464,1500,C48,Four Knights Game: Ranken Variation,9
5300,109,outoftime,white,Blitz,1639,1656,B40,Sicilian Defense: French Variation,4
5301,35,mate,white,Rapid,1641,1490,A00,Anderssen Opening,1
5302,63,mate,white,Rapid,1636,1260,A00,Anderssen Opening,1
5303,20,resign,white,Rapid,1625,1378,A00,Anderssen Opening,1
5304,59,mate,white,Blitz,1845,1638,B00,King's Pawn Game: Nimzowitsch Defense,3
5305,64,mate,black,Blitz,1654,1839,D45,Semi-Slav Defense: Main Line,9
5306,70,mate,black,Blitz,1696,1563,A00,Anderssen Opening,1
5307,19,resign,white,Classical,1584,1500,C46,Three Knights Opening,5
5308,19,mate,white,Rapid,1470,1090,B00,King's Pawn Game: Nimzowitsch Defense,3
5309,15,mate,white,Rapid,1221,1105,B00,Nimzowitsch Defense,2
5310,11,mate,white,Blitz,1199,1123,B00,Nimzowitsch Defense,2
5311,13,mate,white,Rapid,1122,1160,B00,Nimzowitsch Defense,2
5312,11,mate,white,Rapid,1299,1176,B00,Nimzowitsch Defense,2
5313,55,resign,white,Rapid,1544,1528,B12,Caro-Kann Defense: Advance Variation,5
5314,94,resign,black,Rapid,1538,1564,C00,French Defense: Normal Variation,3
5315,41,mate,white,Rapid,1576,1548,C42,Russian Game: Three Knights Game,5
5316,28,resign,black,Rapid,1558,1610,C21,Center Game #2,3
5317,69,resign,white,Rapid,1652,1566,C44,King's Knight Opening: Normal Variation,4
5318,112,resign,black,Rapid,1574,1678,C41,Philidor Defense,5
5319,54,mate,black,Rapid,1693,1559,D12,Slav Defense: Exchange Variation |  Schallopp Variation,11
5320,41,resign,black,Rapid,1564,1761,C50,Four Knights Game: Italian Variation,8
5321,77,mate,white,Rapid,1452,1579,B07,King's Pawn Game: Maroczy Defense,4
5322,83,resign,white,Rapid,1571,1459,B32,Sicilian Defense: Loewenthal Variation,8
5323,51,resign,white,Rapid,1330,1590,A06,Reti Opening,2
5324,82,mate,black,Rapid,1408,1584,C30,King's Gambit,3
5325,24,resign,black,Rapid,1595,1581,C45,Scotch Game: Classical Variation |  Intermezzo Variation,10
5326,66,resign,black,Rapid,1606,1637,C44,Scotch Game,5
5327,26,resign,black,Rapid,1650,1592,B07,King's Pawn Game: Maroczy Defense,4
5328,106,mate,black,Blitz,1451,1585,D00,Queen's Pawn Game: Mason Attack,3
5329,89,resign,black,Rapid,1604,1306,C40,Gunderam Defense,4
5330,45,resign,black,Rapid,1565,1594,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5
5331,37,mate,white,Rapid,1584,1545,C47,Four Knights Game: Scotch Variation,7
5332,78,outoftime,black,Rapid,1593,1654,C50,Giuoco Piano,6
5333,84,resign,black,Rapid,1810,1575,D40,Queen's Gambit Declined: Semi-Tarrasch Defense |  Pillsbury Variation,9
5334,115,mate,white,Rapid,1567,1473,C27,Vienna Game,3
5335,56,resign,white,Rapid,1976,1569,C30,King's Gambit Declined |  Queen's Knight Defense,4
5336,64,resign,black,Rapid,1576,1719,B30,Sicilian Defense: Old Sicilian,4
5337,23,resign,white,Rapid,1494,1589,A21,English Opening: King's English Variation |  Reversed Sicilian,3
5338,67,resign,white,Classical,1576,1635,B00,Nimzowitsch Defense: Breyer Variation,6
5339,94,mate,black,Rapid,1857,1852,C01,French Defense: Exchange Variation,5
5340,94,resign,black,Rapid,1868,1675,C00,French Defense: Normal Variation,3
5341,32,resign,black,Rapid,1681,1862,C02,French Defense: Advance Variation,8
5342,42,mate,black,Rapid,1319,2296,C20,King's Pawn Game: Leonardis Variation,3
5343,35,mate,white,Rapid,2296,1319,C23,Bishop's Opening,3
5344,44,mate,black,Rapid,1319,2296,C20,King's Pawn Game: Macleod Attack,3
5345,41,mate,white,Rapid,2296,1319,C60,Ruy Lopez,5
5346,57,resign,white,Rapid,2294,1742,B27,Sicilian Defense: Hyperaccelerated Pterodactyl,6
5347,48,mate,black,Rapid,1319,2294,D00,Queen's Pawn Game #2,3
5348,39,mate,white,Rapid,2294,1319,C60,Ruy Lopez,5
5349,32,mate,black,Rapid,1319,2294,A45,Indian Game,2
5350,19,mate,white,Rapid,2294,1319,C45,Scotch Game,7
5351,35,mate,white,Rapid,2294,1319,C40,King's Pawn Game: Damiano Defense,4
5352,32,mate,black,Rapid,1319,2294,D02,Queen's Pawn Game: Symmetrical Variation,4
5353,9,mate,white,Rapid,2294,1319,C42,Russian Game: Damiano Variation,6
5354,27,mate,white,Classical,1500,1016,B02,Alekhine Defense,2
5355,54,mate,black,Rapid,1016,1016,C28,Vienna Game: Stanley Variation |  Three Knights Variation,6
5356,29,mate,white,Rapid,1326,1016,B02,Alekhine Defense: Scandinavian Variation,4
5357,80,mate,black,Rapid,1016,1326,A04,Zukertort Opening: Black Mustang Defense,2
5358,85,mate,white,Rapid,1446,1016,B00,King's Pawn Game: Nimzowitsch Defense,3
5359,41,mate,white,Rapid,1357,1016,D02,Queen's Pawn Game: Chigorin Variation,4
5360,36,mate,black,Rapid,1016,1357,A00,Van Geet Opening: Reversed Nimzowitsch,2
5361,8,resign,white,Rapid,1371,1016,A45,Indian Game,2
5362,57,mate,white,Rapid,1500,1016,B02,Alekhine Defense,2
5363,64,resign,white,Classical,1016,1230,A04,Zukertort Opening: Queen's Gambit Invitation,2
5364,77,mate,white,Rapid,1060,1016,B02,Alekhine Defense: Maroczy Variation,3
5365,3,resign,black,Rapid,1016,1608,A04,Zukertort Opening: Pirc Invitation,2
5366,47,mate,white,Rapid,1683,1016,B02,Alekhine Defense: Normal Variation,4
5367,54,mate,black,Blitz,1016,1766,D02,Queen's Pawn Game: Chigorin Variation,4
5368,35,mate,white,Blitz,1500,1016,B00,Nimzowitsch Defense |  Declined Variation,3
5369,61,mate,white,Rapid,1702,1016,B02,Alekhine Defense: The Squirrel,6
5370,13,resign,white,Rapid,1702,1016,B02,Alekhine Defense: The Squirrel,6
5371,32,outoftime,black,Blitz,1500,1016,A04,Zukertort Opening: Black Mustang Defense,2
5372,46,mate,black,Classical,1016,1119,D02,Queen's Pawn Game: Chigorin Variation,4
5373,40,mate,black,Rapid,1016,2621,A00,Van Geet Opening,1
5374,48,mate,black,Rapid,1016,2621,A48,Torre Attack,5
5375,61,mate,white,Rapid,1898,1017,B02,Alekhine Defense: Normal Variation,4
5376,2,outoftime,black,Rapid,1034,1353,A04,Reti Opening #2,2
5377,48,mate,black,Rapid,1222,1400,B01,Scandinavian Defense,2
5378,41,mate,white,Rapid,1361,1293,C41,Philidor Defense #2,4
5379,26,mate,black,Blitz,1309,1770,C00,French Defense #2,2
5380,71,resign,black,Blitz,1415,1472,C00,French Defense #2,2
5381,79,mate,white,Rapid,1730,1500,A00,Ware Opening,1
5382,25,resign,black,Classical,1543,1517,C50,Four Knights Game: Italian Variation,8
5383,57,resign,white,Classical,1517,1420,D30,Queen's Gambit Declined,4
5384,25,resign,white,Classical,1420,1517,B00,Nimzowitsch Defense |  Declined Variation,3
5385,51,resign,white,Rapid,1467,1530,A48,London System,5
5386,47,mate,white,Classical,1530,1413,B44,Sicilian Defense: Paulsen Variation,8
5387,34,resign,black,Rapid,1530,1547,C44,Scotch Game: Scotch Gambit,7
5388,39,resign,white,Rapid,1547,1530,A40,Queen's Pawn,1
5389,78,resign,black,Rapid,1530,1516,B00,Owen Defense,2
5390,45,resign,white,Rapid,1530,1503,D30,Queen's Gambit Declined,4
5391,54,resign,black,Rapid,1530,1529,C44,Scotch Game: Scotch Gambit,7
5392,38,resign,black,Rapid,1529,1530,E90,King's Indian Defense: Zinnowitz Variation,11
5393,96,draw,draw,Classical,1530,1543,A40,Englund Gambit,2
5394,60,resign,black,Rapid,1543,1518,A00,Van't Kruijs Opening,1
5395,53,mate,white,Rapid,1436,1518,B20,Sicilian Defense: Bowdler Attack,3
5396,30,resign,black,Rapid,1518,1593,B06,Modern Defense,2
5397,99,mate,white,Rapid,1516,1518,B28,Sicilian Defense: O'Kelly Variation |  Normal System,5
5398,70,mate,black,Rapid,1669,1502,D06,Queen's Gambit Refused: Marshall Defense,4
5399,53,resign,black,Rapid,1503,2041,C01,French Defense: Carlson Gambit,7
5400,53,mate,white,Rapid,1487,1685,B10,Caro-Kann Defense,2
5401,75,outoftime,white,Rapid,1472,1593,C40,King's Knight Opening,3
5402,35,mate,white,Rapid,1503,1472,C00,St. George Defense,4
5403,53,resign,white,Rapid,1500,1472,C00,Rat Defense: Small Center Defense,4
5404,136,outoftime,black,Rapid,1401,1618,A00,Van't Kruijs Opening,1
5405,74,resign,black,Rapid,1632,1533,C46,Three Knights Opening,5
5406,45,draw,draw,Rapid,1530,1635,B13,Caro-Kann Defense: Exchange Variation,5
5407,50,resign,black,Rapid,1654,1368,C44,King's Pawn Game: Tayler Opening,5
5408,95,resign,white,Rapid,1647,1531,C46,Three Knights Opening,5
5409,154,resign,black,Rapid,1494,1640,A07,King's Indian Attack,3
5410,108,resign,black,Rapid,1539,1632,C41,Philidor Defense #2,4
5411,118,outoftime,draw,Rapid,1820,1616,D15,Slav Defense: Three Knights Variation,7
5412,109,mate,white,Rapid,1606,1594,C46,Four Knights Game,6
5413,55,resign,white,Rapid,1594,1608,D30,Queen's Gambit Declined,4
5414,115,mate,white,Rapid,1621,1605,D00,Blackmar-Diemer Gambit,3
5415,43,resign,black,Classical,1605,1593,C50,Italian Game: Giuoco Pianissimo,7
5416,100,mate,black,Rapid,1589,1928,B50,Sicilian Defense,4
5417,39,resign,white,Rapid,1581,1493,B02,Alekhine Defense: Maroczy Variation,3
5418,36,resign,black,Rapid,1523,1571,B10,Caro-Kann Defense: Breyer Variation,3
5419,10,resign,black,Rapid,1248,1568,D01,Queen's Pawn Game: Chigorin Variation,4
5420,59,mate,white,Rapid,1564,1318,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
5421,92,resign,black,Rapid,1582,1590,C41,Philidor Defense #2,4
5422,210,mate,black,Rapid,1600,1571,C41,Philidor Defense #2,4
5423,83,mate,white,Rapid,1555,1711,B25,Sicilian Defense: Closed Variation |  Traditional,4
5424,29,outoftime,white,Rapid,2621,1555,B15,Caro-Kann Defense: Tartakower Variation,10
5425,120,mate,black,Rapid,1584,1543,C41,Philidor Defense #2,4
5426,147,mate,white,Rapid,1536,1500,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
5427,45,mate,white,Classical,1594,1545,B17,Caro-Kann Defense: Karpov Variation,8
5428,63,draw,draw,Rapid,1546,1522,C41,Philidor Defense #2,4
5429,71,resign,white,Rapid,1575,1566,B50,Sicilian Defense,4
5430,116,mate,black,Rapid,1562,1554,C41,Philidor Defense #2,4
5431,40,resign,black,Rapid,1567,1520,D35,Queen's Gambit Declined: Normal Defense,6
5432,73,outoftime,white,Rapid,1500,1567,D31,Queen's Gambit Declined: Queen's Knight Variation,5
5433,107,draw,draw,Rapid,1566,1585,C46,Three Knights Opening: Steinitz Defense,6
5434,2,resign,white,Classical,2430,1566,B10,Caro-Kann Defense,2
5435,72,mate,black,Rapid,1538,1556,A00,Hungarian Opening,1
5436,45,resign,white,Classical,2209,2102,C63,Ruy Lopez: Schliemann Defense,6
5437,84,resign,black,Classical,1988,2199,E77,King's Indian Defense: Four Pawns Attack |  Normal Attack,15
5438,71,resign,white,Classical,2179,2154,A48,Torre Attack,5
5439,66,resign,black,Classical,2164,2157,B12,Caro-Kann Defense: Advance Variation,5
5440,82,resign,black,Classical,2181,2153,B50,Sicilian Defense,4
5441,39,resign,white,Rapid,2148,2274,A48,Torre Attack,5
5442,64,resign,black,Rapid,2262,2111,B19,Caro-Kann Defense: Classical |  Spassky Variation,15
5443,89,resign,white,Classical,2098,1897,D00,Queen's Pawn Game: Mason Attack,3
5444,51,resign,black,Rapid,2022,2080,E70,King's Indian Defense: Accelerated Averbakh Variation,9
5445,74,resign,black,Rapid,2114,2042,D21,Queen's Gambit Accepted: Rosenthal Variation,6
5446,108,mate,black,Rapid,1956,2093,A00,Hungarian Opening: Indian Defense,2
5447,132,draw,draw,Rapid,2109,1913,A40,Horwitz Defense,2
5448,36,resign,black,Rapid,2151,2063,D02,Queen's Pawn Game: Symmetrical Variation,4
5449,83,mate,white,Rapid,1946,2211,B13,Caro-Kann Defense: Exchange Variation,5
5450,63,draw,draw,Rapid,2214,2187,D45,Semi-Slav Defense: Main Line,9
5451,75,resign,white,Rapid,2173,2118,B01,Scandinavian Defense: Modern Variation |  Gipslis Variation,8
5452,77,resign,white,Rapid,2175,2231,A45,Indian Game,2
5453,66,outoftime,black,Rapid,2239,2151,B12,Caro-Kann Defense: Advance Variation |  Botvinnik-Carls Defense,6
5454,82,outoftime,black,Rapid,2250,2091,D30,Queen's Gambit Declined,4
5455,90,resign,black,Blitz,2120,2170,B13,Caro-Kann Defense: Panov Attack |  Gunderam Attack,9
5456,99,draw,draw,Blitz,2148,2213,A46,Torre Attack,5
5457,70,resign,black,Blitz,1887,2045,B00,Caro-Kann Defense: Hillbilly Attack,3
5458,41,outoftime,white,Blitz,1500,1973,A46,Torre Attack,5
5459,7,mate,white,Rapid,1689,1135,B00,St. George Defense,2
5460,7,mate,white,Rapid,1686,1139,B00,St. George Defense,2
5461,7,mate,white,Rapid,1693,1144,B00,St. George Defense,2
5462,7,mate,white,Rapid,1690,1149,B00,St. George Defense,2
5463,7,mate,white,Rapid,1737,1154,B00,St. George Defense,2
5464,7,mate,white,Blitz,1630,1161,B00,St. George Defense,2
5465,52,mate,black,Rapid,1987,1749,D50,Queen's Gambit Declined: Modern Variation,7
5466,49,mate,white,Rapid,1987,1548,C42,Russian Game: Three Knights Game,5
5467,81,draw,draw,Rapid,1987,1500,D50,Queen's Gambit Declined: Modern Variation,7
5468,46,mate,black,Rapid,1500,1987,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
5469,3,resign,black,Rapid,1987,1568,A00,Hungarian Opening: Symmetrical Variation,2
5470,94,resign,white,Rapid,1568,1987,A43,Old Benoni Defense,2
5471,22,resign,white,Rapid,1568,1987,D20,Queen's Gambit Accepted: Central Variation |  Greco Variation,6
5472,117,mate,white,Rapid,1987,1568,C41,Philidor Defense: Nimzowitsch Variation,7
5473,106,mate,black,Rapid,1568,1987,A40,Englund Gambit Declined |  Reversed French,3
5474,21,mate,white,Rapid,1987,1568,C42,Russian Game: Karklins-Martinovsky Variation,7
5475,48,mate,black,Rapid,1568,1987,D00,Queen's Pawn Game,2
5476,4,outoftime,black,Rapid,1987,1500,C44,King's Knight Opening: Normal Variation,4
5477,31,resign,black,Rapid,1987,1500,B20,Sicilian Defense: Bowdler Attack,3
5478,27,resign,black,Rapid,1987,1568,C42,Petrov's Defense #4,7
5479,31,resign,black,Rapid,1987,1560,C42,Petrov's Defense #4,7
5480,56,resign,white,Rapid,1519,1987,D00,Queen's Pawn Game #2,3
5481,59,mate,white,Rapid,1987,1500,D20,Queen's Gambit Accepted,4
5482,54,resign,white,Rapid,1559,1987,D02,Queen's Pawn Game: Chigorin Variation,4
5483,53,resign,white,Blitz,1789,1843,A45,Trompowsky Attack: Classical Defense |  Big Center Variation,5
5484,29,resign,white,Rapid,1707,1858,C46,Three Knights Opening,5
5485,56,resign,black,Blitz,1872,1777,C03,French Defense: Tarrasch Variation,5
5486,12,outoftime,black,Classical,1423,1799,A00,Anderssen Opening,1
5487,58,mate,black,Rapid,1404,1515,B06,Modern Defense: Mongredien Defense #2,6
5488,14,resign,black,Rapid,1500,1404,C25,Vienna Game: Zhuravlev Countergambit #2,4
5489,57,mate,white,Rapid,1667,1404,D21,Queen's Gambit Accepted: Normal Variation,5
5490,124,mate,black,Blitz,1404,1637,C20,King's Pawn Game: Wayward Queen Attack,3
5491,30,resign,white,Rapid,1404,1312,C20,King's Pawn Game: Wayward Queen Attack,3
5492,22,resign,black,Rapid,1312,1404,C45,Scotch Game,7
5493,92,resign,white,Classical,1404,1341,B00,Nimzowitsch Defense: Pseudo-Spanish Variation,3
5494,72,resign,black,Rapid,1749,1404,C22,Center Game: Paulsen Attack Variation,7
5495,18,resign,black,Rapid,1749,1404,C21,Center Game #2,3
5496,1,outoftime,white,Blitz,2100,1404,B00,King's Pawn,1
5497,54,resign,black,Blitz,2009,1404,C65,Ruy Lopez: Berlin Defense #2,6
5498,43,resign,white,Rapid,1643,1355,B20,Sicilian Defense: Bowdler Attack,3
5499,21,resign,white,Rapid,1368,1512,C55,Italian Game: Anti-Fried Liver Defense,6
5500,31,draw,draw,Rapid,1500,1524,D07,Queen's Gambit Refused: Chigorin Defense,4
5501,22,resign,white,Rapid,1858,1837,B21,Sicilian Defense: Smith-Morra Gambit,5
5502,119,draw,draw,Rapid,1852,1836,B30,Sicilian Defense: Old Sicilian,4
5503,41,resign,black,Rapid,1847,1835,A40,Horwitz Defense,2
5504,77,mate,white,Rapid,1838,1798,D00,Queen's Pawn Game: Mason Attack,3
5505,56,resign,black,Blitz,1892,1825,A42,Sicilian Defense: Hyperaccelerated Fianchetto,5
5506,60,resign,black,Rapid,1836,1814,A30,English Opening: Symmetrical Variation,2
5507,66,outoftime,black,Rapid,1826,1802,D10,Slav Defense #3,6
5508,45,resign,white,Blitz,1793,1768,D00,Queen's Pawn Game: Mason Attack,3
5509,57,mate,white,Rapid,1751,1805,B20,Sicilian Defense: Bowdler Attack,3
5510,66,resign,black,Blitz,1814,1878,A45,Indian Game,2
5511,104,draw,draw,Rapid,1813,1850,A80,Dutch Defense,2
5512,55,mate,white,Rapid,1837,1823,B32,Sicilian Defense: Open #3,7
5513,24,resign,black,Rapid,1839,1632,A80,Dutch Defense,2
5514,86,mate,black,Rapid,1853,1778,A40,Horwitz Defense,2
5515,107,outoftime,white,Rapid,1874,1863,D02,Queen's Pawn Game: Zukertort Variation,3
5516,37,resign,black,Rapid,1873,1905,A40,English Defense #2,2
5517,36,resign,black,Rapid,1575,1869,B30,Sicilian Defense: Old Sicilian,4
5518,78,resign,black,Rapid,1818,1860,D00,Queen's Pawn Game: Steinitz Countergambit,4
5519,140,mate,black,Rapid,1922,1847,D12,Slav Defense: Exchange Variation |  Schallopp Variation,11
5520,117,outoftime,white,Rapid,1839,1743,A45,Indian Game,2
5521,84,outoftime,black,Rapid,1857,1565,A40,Horwitz Defense,2
5522,63,resign,black,Rapid,1868,1874,D00,Queen's Pawn Game: Mason Attack,3
5523,96,resign,black,Rapid,1879,1844,A41,Queen's Pawn,2
5524,106,outoftime,black,Rapid,1912,1867,D10,Slav Defense,4
5525,71,resign,white,Rapid,1609,1880,B30,Sicilian Defense: Old Sicilian,4
