age,job,marital,education,in_default,avg_yearly_balance,housing_loan,personal_loan,contact_method,day,month,duration,campaign_contacts,prev_days,previous,prev_outcome,term_deposit
51,blue-collar,married,unknown,no,2547,yes,no,unknown,15,5,491,2,-1,0,unknown,no
45,blue-collar,married,unknown,no,110,yes,no,unknown,15,5,377,4,-1,0,unknown,no
46,admin.,married,secondary,no,35,no,no,unknown,16,5,84,2,-1,0,unknown,no
43,management,single,secondary,no,-228,yes,yes,unknown,16,5,122,2,-1,0,unknown,no
53,retired,married,secondary,no,1139,yes,no,unknown,16,5,107,6,-1,0,unknown,no
50,admin.,divorced,secondary,no,1332,yes,no,unknown,16,5,95,3,-1,0,unknown,no
55,technician,married,secondary,no,0,yes,no,unknown,16,5,248,3,-1,0,unknown,no
52,blue-collar,married,primary,no,779,yes,no,unknown,16,5,30,3,-1,0,unknown,no
53,admin.,married,primary,no,228,yes,no,unknown,16,5,97,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,22,yes,no,unknown,16,5,336,2,-1,0,unknown,no
31,admin.,single,secondary,no,0,yes,no,unknown,16,5,28,4,-1,0,unknown,no
41,technician,single,secondary,no,2919,yes,no,unknown,16,5,329,3,-1,0,unknown,no
39,blue-collar,married,primary,no,186,yes,no,unknown,16,5,208,3,-1,0,unknown,no
60,management,divorced,secondary,no,773,yes,yes,unknown,16,5,597,22,-1,0,unknown,no
39,technician,married,unknown,no,880,yes,no,unknown,16,5,29,1,-1,0,unknown,no
41,management,married,secondary,no,218,yes,no,unknown,16,5,247,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,512,yes,no,unknown,16,5,343,1,-1,0,unknown,no
40,blue-collar,single,secondary,no,1101,yes,no,unknown,16,5,214,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,1956,yes,no,unknown,16,5,266,6,-1,0,unknown,no
32,admin.,married,secondary,no,0,no,no,unknown,16,5,137,1,-1,0,unknown,no
45,blue-collar,divorced,primary,no,104,yes,no,unknown,16,5,206,4,-1,0,unknown,no
32,technician,divorced,secondary,no,75,no,no,unknown,16,5,129,1,-1,0,unknown,no
31,housemaid,single,secondary,no,1301,yes,no,unknown,16,5,69,15,-1,0,unknown,no
58,retired,divorced,primary,no,6,no,no,unknown,16,5,228,1,-1,0,unknown,no
40,technician,married,secondary,no,75,yes,no,unknown,16,5,259,1,-1,0,unknown,no
40,services,married,primary,no,44,yes,no,unknown,16,5,144,1,-1,0,unknown,no
36,services,single,unknown,no,281,yes,no,unknown,16,5,515,1,-1,0,unknown,yes
40,admin.,married,secondary,no,2,yes,no,unknown,16,5,29,1,-1,0,unknown,no
35,management,single,tertiary,no,205,yes,no,unknown,16,5,512,1,-1,0,unknown,no
39,blue-collar,married,primary,no,2133,yes,yes,unknown,16,5,179,1,-1,0,unknown,no
39,technician,married,tertiary,no,94,yes,yes,unknown,16,5,813,1,-1,0,unknown,yes
30,self-employed,single,tertiary,no,901,yes,yes,unknown,16,5,601,1,-1,0,unknown,no
57,management,married,tertiary,no,3431,yes,no,unknown,16,5,73,1,-1,0,unknown,no
60,services,married,secondary,no,8837,yes,no,unknown,16,5,144,4,-1,0,unknown,no
55,technician,married,secondary,no,726,yes,no,unknown,16,5,271,1,-1,0,unknown,no
40,technician,married,secondary,no,26,yes,no,unknown,16,5,230,3,-1,0,unknown,no
27,student,single,tertiary,no,66,yes,no,unknown,16,5,456,1,-1,0,unknown,no
40,admin.,married,secondary,no,2523,yes,no,unknown,16,5,75,1,-1,0,unknown,no
28,management,married,tertiary,no,82,yes,yes,unknown,16,5,225,1,-1,0,unknown,no
32,management,married,tertiary,no,0,yes,no,unknown,16,5,387,1,-1,0,unknown,no
53,management,single,secondary,no,5558,yes,no,unknown,16,5,286,3,-1,0,unknown,no
29,admin.,single,secondary,no,-507,yes,no,unknown,16,5,286,1,-1,0,unknown,no
29,technician,single,tertiary,no,47,yes,no,unknown,16,5,111,11,-1,0,unknown,no
45,self-employed,married,unknown,no,-257,no,no,unknown,16,5,448,2,-1,0,unknown,no
32,management,married,secondary,no,1423,yes,no,unknown,16,5,223,3,-1,0,unknown,no
47,services,married,secondary,no,51,yes,yes,unknown,16,5,312,1,-1,0,unknown,no
40,services,married,secondary,no,1688,no,no,unknown,16,5,93,1,-1,0,unknown,no
33,services,single,secondary,no,0,yes,no,unknown,16,5,212,1,-1,0,unknown,no
55,housemaid,married,primary,no,1000,yes,no,unknown,16,5,178,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,0,yes,yes,unknown,16,5,111,1,-1,0,unknown,no
33,management,married,tertiary,no,273,yes,no,unknown,16,5,803,1,-1,0,unknown,yes
42,admin.,divorced,secondary,no,153,yes,no,unknown,16,5,844,1,-1,0,unknown,yes
31,admin.,divorced,tertiary,no,146,yes,no,unknown,16,5,297,1,-1,0,unknown,no
41,blue-collar,married,unknown,no,732,yes,no,unknown,16,5,25,1,-1,0,unknown,no
43,admin.,single,secondary,no,2539,yes,no,unknown,16,5,529,4,-1,0,unknown,no
36,services,married,secondary,no,208,yes,no,unknown,16,5,99,1,-1,0,unknown,no
48,management,married,tertiary,no,542,yes,no,unknown,16,5,137,1,-1,0,unknown,no
31,self-employed,single,tertiary,no,144,yes,no,unknown,16,5,676,1,-1,0,unknown,yes
45,technician,married,secondary,no,999,yes,no,unknown,16,5,656,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,19,yes,no,unknown,16,5,249,1,-1,0,unknown,no
42,admin.,divorced,secondary,no,63,no,no,unknown,16,5,88,6,-1,0,unknown,no
40,services,married,secondary,no,446,yes,no,unknown,16,5,1252,1,-1,0,unknown,yes
29,blue-collar,married,secondary,no,832,yes,no,unknown,16,5,228,2,-1,0,unknown,no
26,blue-collar,married,secondary,no,246,yes,no,unknown,16,5,1143,3,-1,0,unknown,yes
53,unemployed,married,secondary,no,76,yes,yes,unknown,16,5,283,1,-1,0,unknown,no
31,technician,divorced,secondary,no,268,no,no,unknown,16,5,118,2,-1,0,unknown,no
25,admin.,married,secondary,no,16,yes,no,unknown,16,5,129,1,-1,0,unknown,no
26,admin.,single,secondary,no,-235,yes,no,unknown,16,5,103,1,-1,0,unknown,no
36,admin.,single,secondary,no,0,yes,yes,unknown,16,5,213,1,-1,0,unknown,no
43,services,divorced,secondary,no,207,yes,no,unknown,16,5,132,1,-1,0,unknown,no
45,admin.,divorced,secondary,no,109,yes,no,unknown,16,5,122,1,-1,0,unknown,no
56,management,divorced,tertiary,no,975,yes,no,unknown,16,5,130,4,-1,0,unknown,no
51,technician,married,secondary,no,143,yes,no,unknown,16,5,627,1,-1,0,unknown,no
47,blue-collar,married,primary,no,1756,yes,no,unknown,16,5,207,1,-1,0,unknown,no
44,housemaid,married,primary,yes,-972,yes,yes,unknown,16,5,114,2,-1,0,unknown,no
31,services,married,secondary,no,5,yes,no,unknown,16,5,216,1,-1,0,unknown,no
46,management,married,secondary,no,36,yes,no,unknown,16,5,250,1,-1,0,unknown,no
32,management,single,tertiary,no,0,no,no,unknown,16,5,91,1,-1,0,unknown,no
31,admin.,married,secondary,no,468,yes,no,unknown,16,5,159,1,-1,0,unknown,no
45,blue-collar,married,primary,no,804,yes,no,unknown,16,5,528,1,-1,0,unknown,yes
31,unemployed,single,secondary,no,199,yes,no,unknown,16,5,86,1,-1,0,unknown,no
40,technician,married,secondary,no,257,yes,no,unknown,16,5,731,4,-1,0,unknown,no
43,blue-collar,married,unknown,no,91,yes,no,unknown,16,5,37,1,-1,0,unknown,no
26,blue-collar,single,primary,no,102,yes,no,unknown,16,5,46,1,-1,0,unknown,no
29,management,married,tertiary,no,1,yes,yes,unknown,16,5,49,1,-1,0,unknown,no
30,services,single,secondary,no,484,yes,no,unknown,16,5,356,2,-1,0,unknown,no
39,management,married,tertiary,no,0,yes,yes,unknown,16,5,107,2,-1,0,unknown,no
51,blue-collar,married,primary,no,196,yes,no,unknown,16,5,248,1,-1,0,unknown,no
58,admin.,married,primary,no,879,yes,no,unknown,16,5,242,7,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,3689,yes,no,unknown,16,5,134,3,-1,0,unknown,no
49,technician,married,secondary,no,1269,yes,no,unknown,16,5,355,2,-1,0,unknown,no
30,admin.,married,secondary,no,67,yes,no,unknown,16,5,149,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,961,yes,no,unknown,16,5,346,1,-1,0,unknown,no
40,services,married,secondary,no,181,yes,no,unknown,16,5,370,1,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,355,yes,no,unknown,16,5,261,1,-1,0,unknown,no
41,management,married,tertiary,no,0,no,yes,unknown,16,5,330,4,-1,0,unknown,no
37,management,single,tertiary,no,499,yes,no,unknown,16,5,537,1,-1,0,unknown,no
32,services,divorced,secondary,no,-115,yes,no,unknown,16,5,134,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,92,yes,no,unknown,16,5,688,1,-1,0,unknown,yes
38,blue-collar,single,unknown,no,1146,yes,no,unknown,16,5,84,1,-1,0,unknown,no
34,self-employed,married,tertiary,no,1029,yes,yes,unknown,16,5,125,1,-1,0,unknown,no
42,admin.,married,secondary,no,534,yes,no,unknown,16,5,139,2,-1,0,unknown,no
27,services,married,secondary,no,15,yes,no,unknown,16,5,167,1,-1,0,unknown,no
35,services,married,secondary,no,1053,yes,no,unknown,16,5,25,1,-1,0,unknown,no
43,admin.,single,secondary,no,6,no,no,unknown,16,5,244,1,-1,0,unknown,no
29,services,single,secondary,no,-142,yes,no,unknown,16,5,140,1,-1,0,unknown,no
33,services,divorced,secondary,no,2,yes,no,unknown,16,5,165,1,-1,0,unknown,no
57,retired,divorced,secondary,no,70,yes,no,unknown,16,5,122,1,-1,0,unknown,no
50,entrepreneur,married,secondary,no,556,yes,no,unknown,16,5,130,2,-1,0,unknown,no
28,services,single,secondary,no,45,yes,no,unknown,16,5,345,1,-1,0,unknown,no
45,blue-collar,divorced,secondary,no,9,yes,no,unknown,16,5,277,6,-1,0,unknown,no
33,blue-collar,divorced,secondary,no,-131,yes,no,unknown,16,5,145,1,-1,0,unknown,no
24,blue-collar,married,secondary,no,142,yes,yes,unknown,16,5,300,1,-1,0,unknown,no
34,technician,single,secondary,no,0,yes,yes,unknown,16,5,214,1,-1,0,unknown,no
23,admin.,married,tertiary,no,2,yes,no,unknown,16,5,140,1,-1,0,unknown,no
59,retired,married,primary,no,646,yes,no,unknown,16,5,140,1,-1,0,unknown,no
40,admin.,single,secondary,no,739,yes,no,unknown,16,5,132,1,-1,0,unknown,no
44,blue-collar,married,primary,no,1511,yes,no,unknown,16,5,96,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,58,no,no,unknown,16,5,144,2,-1,0,unknown,no
29,admin.,single,secondary,no,163,yes,yes,unknown,16,5,803,1,-1,0,unknown,yes
39,blue-collar,married,primary,no,385,yes,no,unknown,16,5,225,4,-1,0,unknown,no
36,management,divorced,tertiary,no,1343,yes,yes,unknown,16,5,73,1,-1,0,unknown,no
34,services,divorced,secondary,no,169,yes,no,unknown,16,5,260,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,-613,yes,no,unknown,16,5,754,1,-1,0,unknown,no
47,services,married,primary,no,1496,yes,no,unknown,16,5,211,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,580,yes,no,unknown,16,5,192,1,-1,0,unknown,no
30,technician,married,secondary,no,-306,yes,yes,unknown,16,5,203,1,-1,0,unknown,no
27,management,married,secondary,no,-41,yes,no,unknown,16,5,24,1,-1,0,unknown,no
40,admin.,divorced,secondary,no,783,yes,yes,unknown,16,5,171,2,-1,0,unknown,no
26,blue-collar,divorced,secondary,no,241,yes,no,unknown,16,5,136,1,-1,0,unknown,no
46,management,married,tertiary,no,245,yes,no,unknown,16,5,42,10,-1,0,unknown,no
43,management,married,secondary,no,-26,yes,no,unknown,16,5,343,1,-1,0,unknown,no
36,technician,single,tertiary,no,705,yes,no,unknown,16,5,111,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,23,yes,no,unknown,16,5,77,1,-1,0,unknown,no
47,blue-collar,divorced,secondary,no,380,yes,no,unknown,16,5,268,6,-1,0,unknown,no
29,blue-collar,single,secondary,no,4574,yes,no,unknown,16,5,217,2,-1,0,unknown,no
36,technician,married,tertiary,no,183,yes,no,unknown,16,5,360,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,272,yes,no,unknown,16,5,122,3,-1,0,unknown,no
57,admin.,married,secondary,no,4168,yes,yes,unknown,16,5,47,1,-1,0,unknown,no
30,technician,single,secondary,no,677,yes,no,unknown,16,5,241,1,-1,0,unknown,no
59,admin.,divorced,secondary,no,174,yes,no,unknown,16,5,204,1,-1,0,unknown,no
32,blue-collar,married,primary,no,1877,yes,no,unknown,16,5,601,1,-1,0,unknown,no
56,retired,married,secondary,no,3690,yes,yes,unknown,16,5,178,2,-1,0,unknown,no
25,blue-collar,married,secondary,no,109,yes,no,unknown,16,5,306,1,-1,0,unknown,no
30,blue-collar,single,unknown,no,194,yes,no,unknown,16,5,410,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,8,yes,no,unknown,16,5,265,1,-1,0,unknown,no
30,admin.,married,secondary,no,40,yes,yes,unknown,16,5,108,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,-1400,yes,no,unknown,16,5,172,4,-1,0,unknown,no
47,blue-collar,married,secondary,no,-656,yes,no,unknown,16,5,184,2,-1,0,unknown,no
25,technician,single,secondary,no,1400,yes,yes,unknown,16,5,424,1,-1,0,unknown,no
28,blue-collar,married,primary,no,507,yes,no,unknown,16,5,359,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,75,yes,no,unknown,16,5,123,1,-1,0,unknown,no
28,admin.,married,tertiary,no,364,yes,no,unknown,16,5,169,1,-1,0,unknown,no
27,technician,single,secondary,no,1742,yes,no,unknown,16,5,787,1,-1,0,unknown,yes
32,blue-collar,married,secondary,no,1197,yes,yes,unknown,16,5,241,1,-1,0,unknown,no
32,self-employed,single,tertiary,no,12269,no,no,unknown,16,5,141,1,-1,0,unknown,no
40,self-employed,married,tertiary,no,1126,yes,no,unknown,16,5,22,4,-1,0,unknown,no
29,blue-collar,single,primary,no,105,yes,no,unknown,16,5,326,1,-1,0,unknown,no
38,admin.,married,secondary,no,-650,no,no,unknown,16,5,317,1,-1,0,unknown,no
37,blue-collar,single,primary,no,117,yes,no,unknown,16,5,196,3,-1,0,unknown,no
22,admin.,single,secondary,no,118,yes,no,unknown,16,5,270,1,-1,0,unknown,no
23,admin.,single,secondary,no,178,yes,no,unknown,16,5,107,1,-1,0,unknown,no
30,self-employed,single,secondary,no,299,yes,no,unknown,16,5,679,17,-1,0,unknown,no
27,blue-collar,single,primary,no,0,yes,no,unknown,16,5,576,1,-1,0,unknown,no
31,admin.,married,secondary,no,5,no,no,unknown,16,5,102,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,65,no,no,unknown,16,5,161,3,-1,0,unknown,no
36,admin.,divorced,secondary,no,246,yes,no,unknown,16,5,206,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,1166,yes,no,unknown,16,5,33,1,-1,0,unknown,no
37,services,divorced,secondary,no,49,yes,no,unknown,16,5,619,2,-1,0,unknown,yes
39,blue-collar,married,primary,no,95,yes,no,unknown,16,5,230,1,-1,0,unknown,no
38,unemployed,married,primary,no,113,yes,no,unknown,16,5,27,2,-1,0,unknown,no
27,entrepreneur,married,secondary,no,554,yes,no,unknown,16,5,131,1,-1,0,unknown,no
58,retired,married,primary,no,269,yes,no,unknown,16,5,38,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,63,yes,no,unknown,16,5,322,2,-1,0,unknown,no
24,services,single,secondary,no,-248,yes,no,unknown,16,5,187,1,-1,0,unknown,no
25,services,single,secondary,no,32,yes,no,unknown,16,5,124,1,-1,0,unknown,no
43,management,married,secondary,no,452,yes,no,unknown,16,5,107,2,-1,0,unknown,no
38,blue-collar,married,primary,no,467,yes,no,unknown,16,5,379,1,-1,0,unknown,no
40,blue-collar,married,primary,no,1758,yes,no,unknown,16,5,1230,3,-1,0,unknown,yes
33,blue-collar,single,secondary,no,-416,yes,no,unknown,16,5,767,2,-1,0,unknown,yes
35,technician,married,secondary,no,523,yes,yes,unknown,16,5,95,1,-1,0,unknown,no
46,blue-collar,married,primary,no,2499,yes,no,unknown,16,5,42,3,-1,0,unknown,no
30,technician,single,tertiary,no,236,yes,no,unknown,16,5,197,1,-1,0,unknown,no
24,technician,single,secondary,no,3926,yes,no,unknown,16,5,320,2,-1,0,unknown,no
24,technician,single,secondary,no,409,yes,no,unknown,16,5,912,1,-1,0,unknown,yes
45,management,married,tertiary,no,876,no,no,unknown,16,5,178,1,-1,0,unknown,no
45,blue-collar,married,primary,no,1163,no,no,unknown,16,5,230,1,-1,0,unknown,no
53,technician,single,secondary,no,708,yes,no,unknown,16,5,631,3,-1,0,unknown,no
34,technician,single,tertiary,no,586,yes,no,unknown,16,5,489,2,-1,0,unknown,no
24,blue-collar,married,primary,no,656,yes,no,unknown,16,5,894,1,-1,0,unknown,yes
57,housemaid,married,primary,no,260,yes,no,unknown,16,5,38,3,-1,0,unknown,no
55,blue-collar,married,primary,no,571,yes,no,unknown,16,5,323,4,-1,0,unknown,no
52,technician,single,secondary,no,36,yes,no,unknown,16,5,335,1,-1,0,unknown,no
54,technician,divorced,secondary,no,0,yes,no,unknown,16,5,161,1,-1,0,unknown,no
29,blue-collar,single,primary,no,-63,yes,no,unknown,16,5,410,3,-1,0,unknown,no
23,services,single,secondary,no,91,yes,no,unknown,16,5,374,2,-1,0,unknown,no
24,services,single,secondary,no,0,no,no,unknown,16,5,280,1,-1,0,unknown,no
59,blue-collar,married,secondary,no,169,yes,no,unknown,16,5,181,3,-1,0,unknown,no
37,blue-collar,single,unknown,no,2188,no,no,unknown,16,5,193,8,-1,0,unknown,no
40,blue-collar,married,secondary,no,2073,yes,no,unknown,16,5,166,2,-1,0,unknown,no
54,management,divorced,tertiary,no,29887,yes,no,unknown,16,5,865,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,53,yes,no,unknown,16,5,258,2,-1,0,unknown,no
56,housemaid,married,primary,no,82,no,no,unknown,16,5,215,1,-1,0,unknown,no
28,technician,married,secondary,no,58,no,no,unknown,16,5,136,2,-1,0,unknown,no
32,management,single,secondary,no,916,yes,no,unknown,16,5,381,2,-1,0,unknown,no
40,management,divorced,tertiary,no,37,yes,no,unknown,16,5,412,1,-1,0,unknown,no
32,blue-collar,single,primary,no,100,yes,no,unknown,16,5,376,2,-1,0,unknown,no
41,services,married,primary,no,124,yes,no,unknown,16,5,393,2,-1,0,unknown,no
55,management,married,primary,no,19,yes,no,unknown,16,5,56,3,-1,0,unknown,no
52,technician,married,secondary,no,420,no,no,unknown,16,5,112,4,-1,0,unknown,no
58,technician,divorced,secondary,no,906,yes,yes,unknown,16,5,155,3,-1,0,unknown,no
29,unemployed,single,tertiary,no,0,yes,yes,unknown,16,5,703,4,-1,0,unknown,no
44,blue-collar,divorced,unknown,no,532,no,no,unknown,16,5,141,2,-1,0,unknown,no
53,blue-collar,married,primary,no,634,yes,no,unknown,16,5,475,2,-1,0,unknown,no
44,services,married,secondary,no,0,yes,yes,unknown,16,5,471,2,-1,0,unknown,no
41,admin.,married,secondary,no,338,yes,no,unknown,16,5,121,1,-1,0,unknown,no
44,admin.,married,secondary,no,0,yes,yes,unknown,16,5,159,1,-1,0,unknown,no
38,management,married,tertiary,no,2724,yes,no,unknown,16,5,177,4,-1,0,unknown,no
27,management,single,tertiary,no,-98,yes,yes,unknown,16,5,344,2,-1,0,unknown,no
44,admin.,married,secondary,no,73,yes,no,unknown,16,5,404,1,-1,0,unknown,no
45,blue-collar,single,secondary,no,636,yes,no,unknown,16,5,287,4,-1,0,unknown,no
30,blue-collar,single,secondary,no,132,yes,no,unknown,16,5,329,1,-1,0,unknown,no
47,technician,married,tertiary,no,282,yes,no,unknown,16,5,433,1,-1,0,unknown,no
54,entrepreneur,married,primary,no,3343,yes,yes,unknown,16,5,216,1,-1,0,unknown,no
29,technician,single,secondary,no,-166,yes,no,unknown,16,5,323,2,-1,0,unknown,no
50,admin.,divorced,secondary,no,363,yes,no,unknown,16,5,1340,1,-1,0,unknown,yes
32,blue-collar,single,secondary,no,29,no,no,unknown,16,5,132,13,-1,0,unknown,no
57,entrepreneur,married,tertiary,yes,-524,yes,no,unknown,16,5,199,4,-1,0,unknown,no
51,blue-collar,married,primary,no,1194,yes,no,unknown,16,5,558,3,-1,0,unknown,no
32,admin.,single,secondary,no,422,yes,no,unknown,16,5,221,2,-1,0,unknown,no
27,technician,single,tertiary,no,3706,yes,no,unknown,16,5,897,1,-1,0,unknown,yes
41,unemployed,married,secondary,no,356,yes,no,unknown,16,5,80,2,-1,0,unknown,no
53,technician,married,secondary,no,31,yes,no,unknown,16,5,90,2,-1,0,unknown,no
29,self-employed,single,secondary,no,272,yes,no,unknown,16,5,123,3,-1,0,unknown,no
28,management,married,tertiary,no,103,yes,no,unknown,16,5,461,2,-1,0,unknown,no
27,management,single,tertiary,yes,-308,yes,no,unknown,16,5,213,16,-1,0,unknown,no
49,blue-collar,married,secondary,no,16,yes,no,unknown,16,5,193,11,-1,0,unknown,no
44,blue-collar,married,primary,no,1485,yes,no,unknown,16,5,428,1,-1,0,unknown,no
32,entrepreneur,single,tertiary,no,1,yes,yes,unknown,16,5,411,2,-1,0,unknown,no
56,retired,married,unknown,no,4391,yes,no,unknown,16,5,291,1,-1,0,unknown,no
34,blue-collar,single,primary,no,85,no,no,unknown,16,5,136,1,-1,0,unknown,no
43,services,married,primary,no,822,yes,no,unknown,16,5,112,1,-1,0,unknown,no
41,management,divorced,tertiary,no,647,yes,no,unknown,16,5,270,1,-1,0,unknown,no
41,management,married,tertiary,no,223,yes,no,unknown,16,5,124,1,-1,0,unknown,no
47,blue-collar,married,primary,no,242,yes,no,unknown,16,5,214,4,-1,0,unknown,no
33,blue-collar,married,secondary,no,64,no,no,unknown,16,5,239,3,-1,0,unknown,no
47,services,married,secondary,no,2597,yes,no,unknown,16,5,323,1,-1,0,unknown,no
46,management,divorced,tertiary,no,770,yes,no,unknown,16,5,94,1,-1,0,unknown,no
46,technician,married,secondary,no,4956,yes,no,unknown,16,5,74,1,-1,0,unknown,no
30,admin.,married,secondary,no,122,yes,no,unknown,16,5,107,1,-1,0,unknown,no
41,technician,single,secondary,no,28,no,no,unknown,16,5,51,1,-1,0,unknown,no
30,technician,married,secondary,no,1011,yes,no,unknown,16,5,109,1,-1,0,unknown,no
56,retired,divorced,secondary,no,4166,yes,no,unknown,16,5,378,1,-1,0,unknown,no
40,technician,married,primary,no,6110,yes,no,unknown,16,5,217,1,-1,0,unknown,no
47,services,married,secondary,no,837,yes,yes,unknown,16,5,136,1,-1,0,unknown,no
36,management,single,tertiary,no,146,yes,no,unknown,16,5,1161,3,-1,0,unknown,no
60,retired,married,primary,no,458,yes,no,unknown,16,5,103,1,-1,0,unknown,no
34,admin.,married,secondary,no,641,yes,yes,unknown,16,5,467,1,-1,0,unknown,no
44,self-employed,married,secondary,no,1310,yes,no,unknown,16,5,290,1,-1,0,unknown,no
29,technician,married,secondary,no,782,yes,no,unknown,16,5,131,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,478,yes,yes,unknown,16,5,168,2,-1,0,unknown,no
55,services,married,unknown,no,-45,yes,no,unknown,16,5,764,7,-1,0,unknown,no
60,management,married,tertiary,no,36,yes,no,unknown,16,5,194,3,-1,0,unknown,no
29,management,single,tertiary,no,0,no,no,unknown,16,5,16,25,-1,0,unknown,no
30,services,single,tertiary,no,136,yes,yes,unknown,16,5,208,5,-1,0,unknown,no
35,admin.,single,primary,no,8,yes,no,unknown,16,5,148,18,-1,0,unknown,no
37,services,single,secondary,no,934,yes,no,unknown,16,5,242,3,-1,0,unknown,no
42,blue-collar,married,secondary,no,314,yes,yes,unknown,16,5,269,2,-1,0,unknown,no
34,technician,married,secondary,no,978,yes,no,unknown,16,5,370,2,-1,0,unknown,no
50,management,single,tertiary,no,567,yes,no,unknown,16,5,274,8,-1,0,unknown,no
27,services,single,secondary,no,194,yes,no,unknown,16,5,326,1,-1,0,unknown,no
45,technician,single,tertiary,no,4537,yes,no,unknown,16,5,337,2,-1,0,unknown,no
50,management,divorced,tertiary,no,318,yes,no,unknown,16,5,788,2,-1,0,unknown,no
43,technician,married,secondary,no,17,yes,no,unknown,16,5,353,4,-1,0,unknown,no
32,housemaid,divorced,secondary,no,715,yes,yes,unknown,16,5,14,15,-1,0,unknown,no
55,management,single,tertiary,no,1464,yes,no,unknown,16,5,92,1,-1,0,unknown,no
40,services,single,secondary,no,-61,yes,yes,unknown,16,5,698,9,-1,0,unknown,no
56,entrepreneur,married,tertiary,no,1297,yes,no,unknown,16,5,180,1,-1,0,unknown,no
21,admin.,single,secondary,no,325,yes,no,unknown,16,5,467,1,-1,0,unknown,no
27,technician,married,tertiary,no,276,no,no,unknown,16,5,218,2,-1,0,unknown,no
24,admin.,single,secondary,no,770,yes,no,unknown,16,5,233,1,-1,0,unknown,no
25,technician,single,secondary,no,2,yes,yes,unknown,16,5,304,2,-1,0,unknown,no
41,blue-collar,married,primary,no,208,yes,no,unknown,16,5,315,3,-1,0,unknown,no
49,unemployed,divorced,secondary,no,495,yes,no,unknown,16,5,40,5,-1,0,unknown,no
44,blue-collar,married,tertiary,no,2185,yes,no,unknown,16,5,698,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,351,yes,no,unknown,16,5,76,21,-1,0,unknown,no
45,blue-collar,married,primary,no,71,yes,no,unknown,16,5,355,2,-1,0,unknown,no
48,services,married,unknown,no,1155,yes,no,unknown,16,5,557,4,-1,0,unknown,no
51,technician,married,secondary,no,349,yes,no,unknown,16,5,97,3,-1,0,unknown,no
33,technician,married,secondary,no,153,yes,no,unknown,16,5,148,2,-1,0,unknown,no
32,blue-collar,married,primary,no,244,yes,no,unknown,16,5,128,2,-1,0,unknown,no
41,technician,married,secondary,no,493,yes,no,unknown,16,5,130,3,-1,0,unknown,no
29,services,married,tertiary,no,62,yes,yes,unknown,16,5,280,2,-1,0,unknown,no
49,technician,divorced,tertiary,no,874,yes,no,unknown,16,5,152,2,-1,0,unknown,no
49,blue-collar,divorced,secondary,yes,259,no,no,unknown,16,5,283,2,-1,0,unknown,no
25,admin.,single,secondary,no,304,no,no,unknown,16,5,523,3,-1,0,unknown,no
33,blue-collar,single,secondary,no,371,yes,no,unknown,16,5,1128,3,-1,0,unknown,no
50,blue-collar,married,primary,no,231,yes,no,unknown,16,5,171,4,-1,0,unknown,no
50,admin.,married,secondary,no,1906,no,no,unknown,16,5,174,17,-1,0,unknown,no
40,management,single,secondary,no,192,yes,no,unknown,16,5,71,11,-1,0,unknown,no
32,blue-collar,married,primary,no,158,yes,no,unknown,16,5,84,4,-1,0,unknown,no
43,blue-collar,divorced,primary,no,-57,yes,no,unknown,16,5,221,2,-1,0,unknown,no
24,retired,single,secondary,no,366,no,yes,unknown,16,5,234,2,-1,0,unknown,no
49,blue-collar,married,primary,no,327,yes,no,unknown,16,5,138,2,-1,0,unknown,no
36,management,married,tertiary,no,1125,yes,yes,unknown,16,5,339,5,-1,0,unknown,no
42,admin.,married,unknown,no,642,yes,yes,unknown,16,5,509,2,-1,0,unknown,no
31,admin.,single,secondary,no,-48,yes,no,unknown,16,5,254,17,-1,0,unknown,no
30,technician,single,secondary,no,298,yes,no,unknown,16,5,164,2,-1,0,unknown,no
46,technician,married,tertiary,no,2207,yes,no,unknown,16,5,243,3,-1,0,unknown,no
35,blue-collar,single,secondary,no,88,yes,no,unknown,16,5,344,4,-1,0,unknown,no
44,admin.,married,secondary,no,2687,yes,no,unknown,16,5,131,4,-1,0,unknown,no
